term	canonical	confidence	sources	source_count	variant_of	synsets	rule_id
staple gun	staple_gun	high	visual_genome_object_synset|wordnet_noun_mwe	2		staple_gun.n.01|wordnet_noun	vg_object_synset_plus_wordnet
staple guns	staple_gun	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	staple gun	staple_gun.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stapler (stapling machine)	stapler_stapling_machine	high	lvis_object	1		stapler.n.01	trusted_visual_object_label
stapler stapling machines	stapler_stapling_machine	high	lvis_object|plural_variant	1	stapler (stapling machine)	stapler.n.01	trusted_visual_object_label
star anise	star_anise	high	visual_genome_object_synset|wordnet_noun_mwe	2		star_anise.n.01|wordnet_noun	vg_object_synset_plus_wordnet
star anises	star_anise	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	star anise	star_anise.n.01|wordnet_noun	vg_object_synset_plus_wordnet
star sign	star_sign	high	visual_genome_object_synset|wordnet_noun_mwe	2		sign_of_the_zodiac.n.01|wordnet_noun	vg_object_synset_plus_wordnet
star signs	star_sign	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	star sign	sign_of_the_zodiac.n.01|wordnet_noun	vg_object_synset_plus_wordnet
station wagon	station_wagon	high	visual_genome_object_synset|wordnet_noun_mwe	2		beach_wagon.n.01|wordnet_noun	vg_object_synset_plus_wordnet
station wagons	station_wagon	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	station wagon	beach_wagon.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stationary bicycle	stationary_bicycle	high	openimages_boxable	1			trusted_visual_object_label
stationary bicycles	stationary_bicycle	high	openimages_boxable|plural_variant	1	stationary bicycle		trusted_visual_object_label
statue (sculpture)	statue_sculpture	high	lvis_object	1		statue.n.01	trusted_visual_object_label
statue sculptures	statue_sculpture	high	lvis_object|plural_variant	1	statue (sculpture)	statue.n.01	trusted_visual_object_label
steak (food)	steak_food	high	lvis_object	1		steak.n.01	trusted_visual_object_label
steak foods	steak_food	high	lvis_object|plural_variant	1	steak (food)	steak.n.01	trusted_visual_object_label
steak knife	steak_knife	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		steak_knife.n.01|wordnet_noun	trusted_visual_object_label
steak knifes	steak_knife	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	steak knife	steak_knife.n.01|wordnet_noun	trusted_visual_object_label
steak sauce	steak_sauce	high	visual_genome_object_synset|wordnet_noun_mwe	2		steak_sauce.n.01|wordnet_noun	vg_object_synset_plus_wordnet
steak sauces	steak_sauce	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	steak sauce	steak_sauce.n.01|wordnet_noun	vg_object_synset_plus_wordnet
steam boiler	steam_boiler	high	visual_genome_object_synset|wordnet_noun_mwe	2		boiler.n.01|wordnet_noun	vg_object_synset_plus_wordnet
steam boilers	steam_boiler	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	steam boiler	boiler.n.01|wordnet_noun	vg_object_synset_plus_wordnet
steam engine	steam_engine	high	visual_genome_object_synset|wordnet_noun_mwe	2		steam_engine.n.01|wordnet_noun	vg_object_synset_plus_wordnet
steam engines	steam_engine	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	steam engine	steam_engine.n.01|wordnet_noun	vg_object_synset_plus_wordnet
steam pipe	steam_pipe	high	visual_genome_object_synset|wordnet_noun_mwe	2		steam_line.n.01|wordnet_noun	vg_object_synset_plus_wordnet
steam pipes	steam_pipe	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	steam pipe	steam_line.n.01|wordnet_noun	vg_object_synset_plus_wordnet
steering wheel	steering_wheel	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		steering_wheel.n.01|wheel.n.01|wordnet_noun	trusted_visual_object_label
steering wheels	steering_wheel	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	steering wheel	steering_wheel.n.01|wheel.n.01|wordnet_noun	trusted_visual_object_label
step ladder	step_ladder	high	visual_genome_object_synset|wordnet_noun_mwe	2		step_ladder.n.01|wordnet_noun	vg_object_synset_plus_wordnet
step ladders	step_ladder	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	step ladder	step_ladder.n.01|wordnet_noun	vg_object_synset_plus_wordnet
step stool	step_stool	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		step_stool.n.01|wordnet_noun	trusted_visual_object_label
step stools	step_stool	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	step stool	step_stool.n.01|wordnet_noun	trusted_visual_object_label
stepping stone	stepping_stone	high	visual_genome_object_synset|wordnet_noun_mwe	2		rock.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stepping stones	stepping_stone	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	stepping stone	rock.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stereo (sound system)	stereo_sound_system	high	lvis_object	1		stereo.n.01	trusted_visual_object_label
stereo sound systems	stereo_sound_system	high	lvis_object|plural_variant	1	stereo (sound system)	stereo.n.01	trusted_visual_object_label
stereo system	stereo_system	high	visual_genome_object_synset|wordnet_noun_mwe	2		stereo.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stereo systems	stereo_system	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	stereo system	stereo.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stick figure	stick_figure	high	visual_genome_object_synset|wordnet_noun_mwe	2		stick_figure.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stick figures	stick_figure	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	stick figure	stick_figure.n.01|wordnet_noun	vg_object_synset_plus_wordnet
sticky buns	sticky_bun	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	sticky bun	bun.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stocking cap	stocking_cap	high	visual_genome_object_synset|wordnet_noun_mwe	2		cap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stocking caps	stocking_cap	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	stocking cap	cap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stop sign	stop_sign	high	coco_object|lvis_object|openimages_boxable|visual_genome_object_synset	4		sign.n.02|stop_sign.n.01	trusted_visual_object_label
stop signs	stop_sign	high	coco_object|lvis_object|openimages_boxable|plural_variant|visual_genome_object_synset	4	stop sign	sign.n.02|stop_sign.n.01	trusted_visual_object_label
storage locker	storage_locker	high	lvis_object|wordnet_noun_mwe	2		cabinet.n.03|wordnet_noun	trusted_visual_object_label
storage lockers	storage_locker	high	lvis_object|plural_variant|wordnet_noun_mwe	2	storage locker	cabinet.n.03|wordnet_noun	trusted_visual_object_label
storage room	storage_room	high	visual_genome_object_synset|wordnet_noun_mwe	2		storeroom.n.01|wordnet_noun	vg_object_synset_plus_wordnet
storage rooms	storage_room	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	storage room	storeroom.n.01|wordnet_noun	vg_object_synset_plus_wordnet
storage space	storage_space	high	visual_genome_object_synset|wordnet_noun_mwe	2		storage_space.n.01|wordnet_noun	vg_object_synset_plus_wordnet
storage spaces	storage_space	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	storage space	storage_space.n.01|wordnet_noun	vg_object_synset_plus_wordnet
storage tank	storage_tank	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		tank.n.02|wordnet_noun	trusted_visual_object_label
storage tanks	storage_tank	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	storage tank	tank.n.02|wordnet_noun	trusted_visual_object_label
storm clouds	storm_cloud	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	storm cloud	storm_cloud.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stove poker	stove_poker	high	lvis_object|wordnet_noun_mwe	2		poker.n.01|wordnet_noun	trusted_visual_object_label
stove pokers	stove_poker	high	lvis_object|plural_variant|wordnet_noun_mwe	2	stove poker	poker.n.01|wordnet_noun	trusted_visual_object_label
street address	street_address	high	visual_genome_object_synset|wordnet_noun_mwe	2		street_address.n.01|wordnet_noun	vg_object_synset_plus_wordnet
street addresses	street_address	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	street address	street_address.n.01|wordnet_noun	vg_object_synset_plus_wordnet
street corner	street_corner	high	visual_genome_object_synset|wordnet_noun_mwe	2		corner.n.04|wordnet_noun	vg_object_synset_plus_wordnet
street corners	street_corner	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	street corner	corner.n.04|wordnet_noun	vg_object_synset_plus_wordnet
street lamp	street_lamp	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		streetlight.n.01|wordnet_noun	trusted_visual_object_label
street lamps	street_lamp	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	street lamp	streetlight.n.01|wordnet_noun	trusted_visual_object_label
street light	street_light	high	openimages_boxable	1			trusted_visual_object_label
street lights	street_light	high	openimages_boxable|plural_variant	1	street light		trusted_visual_object_label
street sign	street_sign	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		street_sign.n.01|wordnet_noun	trusted_visual_object_label
street signs	street_sign	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	street sign	street_sign.n.01|wordnet_noun	trusted_visual_object_label
string bean	string_bean	high	visual_genome_object_synset|wordnet_noun_mwe	2		string_bean.n.01|wordnet_noun	vg_object_synset_plus_wordnet
string beans	string_bean	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	string bean	string_bean.n.01|wordnet_noun	vg_object_synset_plus_wordnet
string cheese	string_cheese	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		string_cheese.n.01|wordnet_noun	trusted_visual_object_label
string cheeses	string_cheese	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	string cheese	string_cheese.n.01|wordnet_noun	trusted_visual_object_label
strip mall	strip_mall	high	visual_genome_object_synset|wordnet_noun_mwe	2		strip_mall.n.01|wordnet_noun	vg_object_synset_plus_wordnet
strip malls	strip_mall	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	strip mall	strip_mall.n.01|wordnet_noun	vg_object_synset_plus_wordnet
strobe light	strobe_light	high	visual_genome_object_synset|wordnet_noun_mwe	2		stroboscope.n.01|wordnet_noun	vg_object_synset_plus_wordnet
strobe lights	strobe_light	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	strobe light	stroboscope.n.01|wordnet_noun	vg_object_synset_plus_wordnet
studio couch	studio_couch	high	openimages_boxable|wordnet_noun_mwe	2		wordnet_noun	trusted_visual_object_label
studio couches	studio_couch	high	openimages_boxable|plural_variant|wordnet_noun_mwe	2	studio couch	wordnet_noun	trusted_visual_object_label
stun gun	stun_gun	high	visual_genome_object_synset|wordnet_noun_mwe	2		gun.n.01|wordnet_noun	vg_object_synset_plus_wordnet
stun guns	stun_gun	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	stun gun	gun.n.01|wordnet_noun	vg_object_synset_plus_wordnet
submarine sandwich	submarine_sandwich	high	openimages_boxable|wordnet_noun_mwe	2		wordnet_noun	trusted_visual_object_label
submarine sandwiches	submarine_sandwich	high	openimages_boxable|plural_variant|wordnet_noun_mwe	2	submarine sandwich	wordnet_noun	trusted_visual_object_label
subway station	subway_station	high	visual_genome_object_synset|wordnet_noun_mwe	2		subway_station.n.01|wordnet_noun	vg_object_synset_plus_wordnet
subway stations	subway_station	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	subway station	subway_station.n.01|wordnet_noun	vg_object_synset_plus_wordnet
subway train	subway_train	high	visual_genome_object_synset|wordnet_noun_mwe	2		subway_train.n.01|wordnet_noun	vg_object_synset_plus_wordnet
subway trains	subway_train	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	subway train	subway_train.n.01|wordnet_noun	vg_object_synset_plus_wordnet
suction cup	suction_cup	high	visual_genome_object_synset|wordnet_noun_mwe	2		suction_cup.n.01|wordnet_noun	vg_object_synset_plus_wordnet
suction cups	suction_cup	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	suction cup	suction_cup.n.01|wordnet_noun	vg_object_synset_plus_wordnet
sugar bowl	sugar_bowl	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		sugar_bowl.n.01|wordnet_noun	trusted_visual_object_label
sugar bowls	sugar_bowl	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	sugar bowl	sugar_bowl.n.01|wordnet_noun	trusted_visual_object_label
sugarcane (plant)	sugarcane_plant	high	lvis_object	1		sugarcane.n.01	trusted_visual_object_label
sugarcane plants	sugarcane_plant	high	lvis_object|plural_variant	1	sugarcane (plant)	sugarcane.n.01	trusted_visual_object_label
suit (clothing)	suit_clothing	high	lvis_object	1		suit.n.01	trusted_visual_object_label
suit clothings	suit_clothing	high	lvis_object|plural_variant	1	suit (clothing)	suit.n.01	trusted_visual_object_label
sun hat	sun_hat	high	openimages_boxable|visual_genome_object_synset|wordnet_noun_mwe	3		sunhat.n.01|wordnet_noun	trusted_visual_object_label
sun hats	sun_hat	high	openimages_boxable|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	sun hat	sunhat.n.01|wordnet_noun	trusted_visual_object_label
sun visor	sun_visor	high	visual_genome_object_synset|wordnet_noun_mwe	2		sun_visor.n.01|wordnet_noun	vg_object_synset_plus_wordnet
sun visors	sun_visor	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	sun visor	sun_visor.n.01|wordnet_noun	vg_object_synset_plus_wordnet
sunflower seed	sunflower_seed	high	visual_genome_object_synset|wordnet_noun_mwe	2		sunflower_seed.n.01|wordnet_noun	vg_object_synset_plus_wordnet
sunflower seeds	sunflower_seed	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	sunflower seed	sunflower_seed.n.01|wordnet_noun	vg_object_synset_plus_wordnet
supply line	supply_line	high	visual_genome_object_synset|wordnet_noun_mwe	2		supply_line.n.01|wordnet_noun	vg_object_synset_plus_wordnet
supply lines	supply_line	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	supply line	supply_line.n.01|wordnet_noun	vg_object_synset_plus_wordnet
support column	support_column	high	visual_genome_object_synset|wordnet_noun_mwe	2		support_column.n.01|wordnet_noun	vg_object_synset_plus_wordnet
support columns	support_column	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	support column	support_column.n.01|wordnet_noun	vg_object_synset_plus_wordnet
supporting structure	supporting_structure	high	visual_genome_object_synset|wordnet_noun_mwe	2		structure.n.01|wordnet_noun	vg_object_synset_plus_wordnet
supporting structures	supporting_structure	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	supporting structure	structure.n.01|wordnet_noun	vg_object_synset_plus_wordnet
surge protector	surge_protector	high	visual_genome_object_synset|wordnet_noun_mwe	2		surge_suppressor.n.01|wordnet_noun	vg_object_synset_plus_wordnet
surge protectors	surge_protector	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	surge protector	surge_suppressor.n.01|wordnet_noun	vg_object_synset_plus_wordnet
sushi bar	sushi_bar	high	visual_genome_object_synset|wordnet_noun_mwe	2		sushi_bar.n.01|wordnet_noun	vg_object_synset_plus_wordnet
sushi bars	sushi_bar	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	sushi bar	sushi_bar.n.01|wordnet_noun	vg_object_synset_plus_wordnet
sweat pants	sweat_pants	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		sweat_pants.n.01|wordnet_noun	trusted_visual_object_label
sweet potato	sweet_potato	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		potato.n.01|sweet_potato.n.02|wordnet_noun	trusted_visual_object_label
sweet potatos	sweet_potato	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	sweet potato	potato.n.01|sweet_potato.n.02|wordnet_noun	trusted_visual_object_label
sweet rolls	sweet_roll	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	sweet roll	axial_rotation.n.01|wordnet_noun	vg_object_synset_plus_wordnet
swim cap	swim_cap	high	openimages_boxable	1			trusted_visual_object_label
swim caps	swim_cap	high	openimages_boxable|plural_variant	1	swim cap		trusted_visual_object_label
swimming costume	swimming_costume	high	lvis_object|wordnet_noun_mwe	2		swimsuit.n.01|wordnet_noun	trusted_visual_object_label
swimming costumes	swimming_costume	high	lvis_object|plural_variant|wordnet_noun_mwe	2	swimming costume	swimsuit.n.01|wordnet_noun	trusted_visual_object_label
swimming pool	swimming_pool	high	openimages_boxable|visual_genome_object_synset|wordnet_noun_mwe	3		pool.n.01|wordnet_noun	trusted_visual_object_label
swimming pools	swimming_pool	high	openimages_boxable|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	swimming pool	pool.n.01|wordnet_noun	trusted_visual_object_label
swimming trunks	swimming_trunks	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		swimsuit.n.01|trunk.n.01|wordnet_noun	trusted_visual_object_label
swiss chard	swiss_chard	high	visual_genome_object_synset|wordnet_noun_mwe	2		chard.n.01|wordnet_noun	vg_object_synset_plus_wordnet
swiss chards	swiss_chard	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	swiss chard	chard.n.01|wordnet_noun	vg_object_synset_plus_wordnet
swiss cheese	swiss_cheese	high	visual_genome_object_synset|wordnet_noun_mwe	2		cheese.n.01|wordnet_noun	vg_object_synset_plus_wordnet
swiss cheeses	swiss_cheese	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	swiss cheese	cheese.n.01|wordnet_noun	vg_object_synset_plus_wordnet
swivel chair	swivel_chair	high	visual_genome_object_synset|wordnet_noun_mwe	2		swivel_chair.n.01|wordnet_noun	vg_object_synset_plus_wordnet
swivel chairs	swivel_chair	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	swivel chair	swivel_chair.n.01|wordnet_noun	vg_object_synset_plus_wordnet
t-shirt	t_shirt	high	lvis_object|visual_genome_object_synset	2		jersey.n.03	trusted_visual_object_label
tab key	tab_key	high	visual_genome_object_synset|wordnet_noun_mwe	2		tab_key.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tab keys	tab_key	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tab key	tab_key.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tabasco sauce	tabasco_sauce	high	lvis_object|wordnet_noun_mwe	2		tabasco.n.02|wordnet_noun	trusted_visual_object_label
tabasco sauces	tabasco_sauce	high	lvis_object|plural_variant|wordnet_noun_mwe	2	tabasco sauce	tabasco.n.02|wordnet_noun	trusted_visual_object_label
tabby cat	tabby_cat	high	visual_genome_object_synset|wordnet_noun_mwe	2		tabby.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tabby cats	tabby_cat	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tabby cat	tabby.n.01|wordnet_noun	vg_object_synset_plus_wordnet
table lamp	table_lamp	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		table_lamp.n.01|wordnet_noun	trusted_visual_object_label
table lamps	table_lamp	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	table lamp	table_lamp.n.01|wordnet_noun	trusted_visual_object_label
table mat	table_mat	high	visual_genome_object_synset|wordnet_noun_mwe	2		table_mat.n.01|wordnet_noun	vg_object_synset_plus_wordnet
table mats	table_mat	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	table mat	table_mat.n.01|wordnet_noun	vg_object_synset_plus_wordnet
table napkin	table_napkin	high	lvis_object|wordnet_noun_mwe	2		napkin.n.01|wordnet_noun	trusted_visual_object_label
table napkins	table_napkin	high	lvis_object|plural_variant|wordnet_noun_mwe	2	table napkin	napkin.n.01|wordnet_noun	trusted_visual_object_label
table tennis racket	table_tennis_racket	high	openimages_boxable	1			trusted_visual_object_label
table tennis rackets	table_tennis_racket	high	openimages_boxable|plural_variant	1	table tennis racket		trusted_visual_object_label
table-tennis table	table_tennis_table	high	lvis_object|wordnet_noun_mwe	2		table-tennis_table.n.01|wordnet_noun	trusted_visual_object_label
table-tennis tables	table_tennis_table	high	lvis_object|plural_variant|wordnet_noun_mwe	2	table-tennis table	table-tennis_table.n.01|wordnet_noun	trusted_visual_object_label
tablet computer	tablet_computer	high	openimages_boxable	1			trusted_visual_object_label
tablet computers	tablet_computer	high	openimages_boxable|plural_variant	1	tablet computer		trusted_visual_object_label
tail feather	tail_feather	high	visual_genome_object_synset|wordnet_noun_mwe	2		tail_feather.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tail feathers	tail_feather	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tail feather	tail_feather.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tail fin	tail_fin	high	visual_genome_object_synset|wordnet_noun_mwe	2		vertical_stabilizer.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tail fins	tail_fin	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tail fin	vertical_stabilizer.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tail gate	tail_gate	high	visual_genome_object_synset|wordnet_noun_mwe	2		tail_gate.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tail gates	tail_gate	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tail gate	tail_gate.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tank (storage vessel)	tank_storage_vessel	high	lvis_object	1		tank.n.02	trusted_visual_object_label
tank cars	tank_car	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tank car	tank_car.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tank storage vessels	tank_storage_vessel	high	lvis_object|plural_variant	1	tank (storage vessel)	tank.n.02	trusted_visual_object_label
tank top (clothing)	tank_top_clothing	high	lvis_object	1		tank_top.n.01	trusted_visual_object_label
tank top clothings	tank_top_clothing	high	lvis_object|plural_variant	1	tank top (clothing)	tank_top.n.01	trusted_visual_object_label
tape measure	tape_measure	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		tape.n.04|wordnet_noun	trusted_visual_object_label
tape measures	tape_measure	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	tape measure	tape.n.04|wordnet_noun	trusted_visual_object_label
tape players	tape_player	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tape player	tape_player.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tea bag	tea_bag	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		tea_bag.n.01|wordnet_noun	trusted_visual_object_label
tea bags	tea_bag	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	tea bag	tea_bag.n.01|wordnet_noun	trusted_visual_object_label
tea cosies	tea_cosy	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tea cosy	tea.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tea cosy	tea_cosy	high	visual_genome_object_synset|wordnet_noun_mwe	2		tea.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tea set	tea_set	high	visual_genome_object_synset|wordnet_noun_mwe	2		tea_service.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tea sets	tea_set	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tea set	tea_service.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tea towel	tea_towel	high	lvis_object|wordnet_noun_mwe	2		dishtowel.n.01|wordnet_noun	trusted_visual_object_label
tea towels	tea_towel	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	tea towel	dishtowel.n.01|wordnet_noun	trusted_visual_object_label
tea urn	tea_urn	high	visual_genome_object_synset|wordnet_noun_mwe	2		tea_urn.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tea urns	tea_urn	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tea urn	tea_urn.n.01|wordnet_noun	vg_object_synset_plus_wordnet
teddy bear	teddy_bear	high	coco_object|lvis_object|openimages_boxable|visual_genome_object_synset|wordnet_noun_mwe	5		teddy.n.01|wordnet_noun	trusted_visual_object_label
teddy bears	teddy_bear	high	coco_object|lvis_object|openimages_boxable|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	5	teddy bear	teddy.n.01|wordnet_noun	trusted_visual_object_label
tee shirt	tee_shirt	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		jersey.n.03|wordnet_noun	trusted_visual_object_label
tee shirts	tee_shirt	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	tee shirt	jersey.n.03|wordnet_noun	trusted_visual_object_label
teething ring	teething_ring	high	lvis_object|wordnet_noun_mwe	2		comforter.n.04|wordnet_noun	trusted_visual_object_label
teething rings	teething_ring	high	lvis_object|plural_variant|wordnet_noun_mwe	2	teething ring	comforter.n.04|wordnet_noun	trusted_visual_object_label
telegraph pole	telegraph_pole	high	lvis_object|wordnet_noun_mwe	2		telephone_pole.n.01|wordnet_noun	trusted_visual_object_label
telegraph poles	telegraph_pole	high	lvis_object|plural_variant|wordnet_noun_mwe	2	telegraph pole	telephone_pole.n.01|wordnet_noun	trusted_visual_object_label
telegraph post	telegraph_post	high	lvis_object|wordnet_noun_mwe	2		telephone_pole.n.01|wordnet_noun	trusted_visual_object_label
telegraph posts	telegraph_post	high	lvis_object|plural_variant|wordnet_noun_mwe	2	telegraph post	telephone_pole.n.01|wordnet_noun	trusted_visual_object_label
telephone book	telephone_book	high	lvis_object|wordnet_noun_mwe	2		phonebook.n.01|wordnet_noun	trusted_visual_object_label
telephone books	telephone_book	high	lvis_object|plural_variant|wordnet_noun_mwe	2	telephone book	phonebook.n.01|wordnet_noun	trusted_visual_object_label
telephone booth	telephone_booth	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		telephone_booth.n.01|wordnet_noun	trusted_visual_object_label
telephone booths	telephone_booth	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	telephone booth	telephone_booth.n.01|wordnet_noun	trusted_visual_object_label
telephone box	telephone_box	high	lvis_object|wordnet_noun_mwe	2		telephone_booth.n.01|wordnet_noun	trusted_visual_object_label
telephone boxes	telephone_box	high	lvis_object|plural_variant|wordnet_noun_mwe	2	telephone box	telephone_booth.n.01|wordnet_noun	trusted_visual_object_label
telephone cord	telephone_cord	high	visual_genome_object_synset|wordnet_noun_mwe	2		telephone_cord.n.01|wordnet_noun	vg_object_synset_plus_wordnet
telephone cords	telephone_cord	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	telephone cord	telephone_cord.n.01|wordnet_noun	vg_object_synset_plus_wordnet
telephone directories	telephone_directory	high	lvis_object|plural_variant|wordnet_noun_mwe	2	telephone directory	phonebook.n.01|wordnet_noun	trusted_visual_object_label
telephone directory	telephone_directory	high	lvis_object|wordnet_noun_mwe	2		phonebook.n.01|wordnet_noun	trusted_visual_object_label
telephone jack	telephone_jack	high	visual_genome_object_synset|wordnet_noun_mwe	2		telephone_jack.n.01|wordnet_noun	vg_object_synset_plus_wordnet
telephone jacks	telephone_jack	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	telephone jack	telephone_jack.n.01|wordnet_noun	vg_object_synset_plus_wordnet
telephone kiosk	telephone_kiosk	high	lvis_object|wordnet_noun_mwe	2		telephone_booth.n.01|wordnet_noun	trusted_visual_object_label
telephone kiosks	telephone_kiosk	high	lvis_object|plural_variant|wordnet_noun_mwe	2	telephone kiosk	telephone_booth.n.01|wordnet_noun	trusted_visual_object_label
