term	canonical	roles	primary_role	sources	source_types	parent_types	confidence	source_count	entry_count	provenance
sheath (skirt)	sheath (skirt)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
shift (dress)	shift (dress)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
shirt (collar)	shirt (collar)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
shirt (dress)	shirt (dress)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
shopping	shopping	activity_attribute	activity_attribute	coco_attributes	object_attribute	coco_subtype_rule	high	1	1	coco_high_typed
short	short	size_attribute	size_attribute	coco_attributes|ovad|vaw	hair length|height|length|object_attribute	clean_exact_overlap|height|length	high	3	5	coco_high_typed|modifier_attributes_clean
short (length)	short (length)	size_attribute	size_attribute	fashionpedia	length	length	medium	1	1	modifier_attributes_clean
short (shorts)	short (shorts)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
sienna	sienna	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
silk	silk	material_attribute	material_attribute	ovad|vaw	material	material	high	2	2	modifier_attributes_clean
silver	silver	color_attribute|material_attribute	color_attribute	css_color_4|ovad|vaw	color|material	color|material	high	3	3	modifier_attributes_clean
single	single	group_attribute	group_attribute	ovad	group	group	high	1	1	modifier_attributes_clean
single breasted	single breasted	clothing_opening_attribute	clothing_opening_attribute	fashionpedia	opening type	opening type	medium	1	1	modifier_attributes_clean
single colored	single colored	color_attribute	color_attribute	ovad	color quantity	color quantity	high	1	1	modifier_attributes_clean
sit	sit	spatial_attribute	spatial_attribute	ovad	position	position	high	1	1	modifier_attributes_clean
sitting	sitting	pose_attribute|spatial_attribute	pose_attribute	coco_attributes|ovad|vaw	object_attribute|pose|position	clean_exact_overlap|pose|position	high	3	3	coco_high_typed|modifier_attributes_clean
skateboarding	skateboarding	activity_attribute	activity_attribute	vaw	sport activity	sport activity	high	1	1	modifier_attributes_clean
skater (dress)	skater (dress)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
skater (skirt)	skater (skirt)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
skating	skating	activity_attribute	activity_attribute	coco_attributes|vaw	object_attribute|sport activity	clean_exact_overlap|sport activity	high	2	2	coco_high_typed|modifier_attributes_clean
skiing	skiing	activity_attribute	activity_attribute	coco_attributes|vaw	object_attribute|sport activity	clean_exact_overlap|sport activity	high	2	2	coco_high_typed|modifier_attributes_clean
skinny	skinny	size_attribute	size_attribute	vaw	fatness|size	fatness|size	high	1	2	modifier_attributes_clean
skort	skort	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
skyblue	skyblue	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
slanted	slanted	orientation_attribute	orientation_attribute	vaw	orientation	orientation	high	1	1	modifier_attributes_clean
slash (pocket)	slash (pocket)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
slateblue	slateblue	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
slategray	slategray	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
slategrey	slategrey	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
sleek	sleek	texture_attribute	texture_attribute	coco_attributes|ovad	object_attribute|texture	clean_exact_overlap|texture	high	2	2	coco_high_typed|modifier_attributes_clean
sleeping	sleeping	activity_attribute|expression_attribute	activity_attribute	coco_attributes|ovad|vaw	activity|face expression|object_attribute	activity|clean_exact_overlap|face expression	high	3	3	coco_high_typed|modifier_attributes_clean
sleepy	sleepy	expression_attribute	expression_attribute	coco_attributes|ovad|vaw	face expression|object_attribute	clean_exact_overlap|face expression	high	3	3	coco_high_typed|modifier_attributes_clean
sleeveless	sleeveless	size_attribute	size_attribute	fashionpedia|vaw	length|other	length|other	medium	2	2	modifier_attributes_clean
slender	slender	size_attribute	size_attribute	vaw	fatness	fatness	high	1	1	modifier_attributes_clean
slim	slim	size_attribute	size_attribute	vaw	fatness|size|width	fatness|size|width	high	1	3	modifier_attributes_clean
slip (dress)	slip (dress)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
slit	slit	textile_finish_attribute	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1	modifier_attributes_clean
small	small	size_attribute	size_attribute	coco_attributes|ovad|vaw	object_attribute|size	clean_exact_overlap|size	high	3	3	coco_high_typed|modifier_attributes_clean
smaller	smaller	size_attribute	size_attribute	vaw	size comparison	size comparison	high	1	1	modifier_attributes_clean
smeared	smeared	texture_attribute	texture_attribute	dtd	texture	texture	high	1	1	modifier_attributes_clean
smelling	smelling	activity_attribute	activity_attribute	coco_attributes	object_attribute	coco_subtype_rule	high	1	1	coco_high_typed
smelling / sniffing	smelling / sniffing	activity_attribute	activity_attribute	coco_attributes	object_attribute	coco_subtype_rule	high	1	1	coco_high_typed
smiling	smiling	expression_attribute	expression_attribute	coco_attributes|ovad|vaw	face expression|object_attribute	clean_exact_overlap|face expression	high	3	3	coco_high_typed|modifier_attributes_clean
smirking	smirking	expression_attribute	expression_attribute	vaw	face expression	face expression	high	1	1	modifier_attributes_clean
smock (top)	smock (top)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
smocking	smocking	textile_finish_attribute	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1	modifier_attributes_clean
smooth	smooth	texture_attribute	texture_attribute	coco_attributes|ovad|vaw	object_attribute|texture	clean_exact_overlap|texture	high	3	3	coco_high_typed|modifier_attributes_clean
snakeskin	snakeskin	material_attribute	material_attribute	fashionpedia	leather	leather	medium	1	1	modifier_attributes_clean
snakeskin (pattern)	snakeskin (pattern)	motif_attribute	motif_attribute	fashionpedia	animal	animal	medium	1	1	modifier_attributes_clean
snow	snow	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
snowboarding	snowboarding	activity_attribute	activity_attribute	coco_attributes|vaw	object_attribute|sport activity	clean_exact_overlap|sport activity	high	2	2	coco_high_typed|modifier_attributes_clean
snowy	snowy	material_attribute	material_attribute	vaw	material	material	high	1	1	modifier_attributes_clean
socializing	socializing	activity_attribute|social_attribute	activity_attribute	coco_attributes	object_attribute	coco_subtype_rule	high	1	1	coco_high_typed
soft	soft	texture_attribute	texture_attribute	coco_attributes|ovad|vaw	hardness|object_attribute|texture	clean_exact_overlap|hardness|texture	high	3	3	coco_high_typed|modifier_attributes_clean
sole	sole	group_attribute	group_attribute	ovad	group	group	high	1	1	modifier_attributes_clean
speckled	speckled	pattern_attribute	pattern_attribute	ovad|vaw	clothes pattern|pattern	pattern	high	2	3	modifier_attributes_clean
spectating	spectating	activity_attribute	activity_attribute	coco_attributes	object_attribute	coco_subtype_rule	high	1	1	coco_high_typed
spherical	spherical	shape_attribute	shape_attribute	vaw	shape	shape	high	1	1	modifier_attributes_clean
spiky	spiky	shape_attribute	shape_attribute	vaw	shape	shape	high	1	1	modifier_attributes_clean
spiral	spiral	shape_attribute	shape_attribute	vaw	shape	shape	high	1	1	modifier_attributes_clean
spiralled	spiralled	texture_attribute	texture_attribute	dtd	texture	texture	high	1	1	modifier_attributes_clean
spotted	spotted	pattern_attribute	pattern_attribute	coco_attributes|ovad|vaw	clothes pattern|object_attribute|pattern	clean_exact_overlap|pattern	high	3	4	coco_high_typed|modifier_attributes_clean
springgreen	springgreen	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
sprinkled	sprinkled	texture_attribute	texture_attribute	dtd|vaw	other|texture	other|texture	high	2	2	modifier_attributes_clean
square	square	shape_attribute	shape_attribute	vaw	shape	shape	high	1	1	modifier_attributes_clean
square (neckline)	square (neckline)	clothing_cut_attribute	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1	modifier_attributes_clean
squatting	squatting	pose_attribute	pose_attribute	vaw	pose	pose	high	1	1	modifier_attributes_clean
stained	stained	condition_attribute|texture_attribute	texture_attribute	dtd|vaw	cleanliness|texture	cleanliness|texture	high	2	2	modifier_attributes_clean
stainless steel	stainless steel	material_attribute	material_attribute	ovad|vaw	material	material	high	2	2	modifier_attributes_clean
stand away (collar)	stand away (collar)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
standing	standing	pose_attribute|spatial_attribute	pose_attribute	coco_attributes|ovad|vaw	object_attribute|pose|position	clean_exact_overlap|pose|position	high	3	3	coco_high_typed|modifier_attributes_clean
steel	steel	material_attribute	material_attribute	ovad|vaw	material	material	high	2	2	modifier_attributes_clean
steelblue	steelblue	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
stone	stone	material_attribute	material_attribute	ovad|paco|vaw	material	material	high	3	3	modifier_attributes_clean
stormy	stormy	weather_attribute	weather_attribute	vaw	weather	weather	high	1	1	modifier_attributes_clean
straight	straight	hair_attribute|shape_attribute|silhouette_attribute	shape_attribute	fashionpedia|ovad|vaw	hair type|shape|silhouette	shape|silhouette|type	high	3	3	modifier_attributes_clean
straight across (neck)	straight across (neck)	clothing_cut_attribute	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1	modifier_attributes_clean
stratified	stratified	texture_attribute	texture_attribute	dtd	texture	texture	high	1	1	modifier_attributes_clean
straw	straw	material_attribute	material_attribute	vaw	material	material	high	1	1	modifier_attributes_clean
stretching	stretching	pose_attribute	pose_attribute	coco_attributes	object_attribute	coco_subtype_rule	high	1	1	coco_high_typed
stripe	stripe	pattern_attribute	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	1	1	modifier_attributes_clean
striped	striped	pattern_attribute|texture_attribute	pattern_attribute	coco_attributes|dtd|ovad|paco|vaw	clothes pattern|object_attribute|pattern|pattern marking|texture	clean_exact_overlap|pattern|pattern marking|texture	high	5	6	coco_high_typed|modifier_attributes_clean
stucco	stucco	material_attribute	material_attribute	ovad|vaw	material	material	high	2	2	modifier_attributes_clean
studded	studded	pattern_attribute|texture_attribute	pattern_attribute	dtd|paco	pattern marking|texture	pattern marking|texture	high	2	2	modifier_attributes_clean
studying	studying	activity_attribute	activity_attribute	vaw	activity	activity	high	1	1	modifier_attributes_clean
stuffed	stuffed	state_attribute	state_attribute	coco_attributes	object_attribute	coco_subtype_rule	high	1	1	coco_high_typed
styrofoam	styrofoam	material_attribute	material_attribute	ovad|vaw	material	material	high	2	2	modifier_attributes_clean
suede	suede	material_attribute	material_attribute	fashionpedia	leather	leather	medium	1	1	modifier_attributes_clean
sundress	sundress	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
sunny	sunny	weather_attribute	weather_attribute	vaw	weather	weather	high	1	1	modifier_attributes_clean
surfing	surfing	activity_attribute	activity_attribute	coco_attributes|vaw	object_attribute|sport activity	clean_exact_overlap|sport activity	high	2	2	coco_high_typed|modifier_attributes_clean
surplice (neck)	surplice (neck)	clothing_cut_attribute	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1	modifier_attributes_clean
surprise	surprise	expression_attribute	expression_attribute	ovad	face expression	face expression	high	1	1	modifier_attributes_clean
surprised	surprised	expression_attribute	expression_attribute	vaw	face expression	face expression	high	1	1	modifier_attributes_clean
sweater (dress)	sweater (dress)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
sweatpants	sweatpants	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
sweetheart (neckline)	sweetheart (neckline)	clothing_cut_attribute	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1	modifier_attributes_clean
swimming	swimming	activity_attribute	activity_attribute	coco_attributes|vaw	activity|object_attribute|sport activity	activity|clean_exact_overlap|sport activity	high	2	3	coco_high_typed|modifier_attributes_clean
swing (coat)	swing (coat)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
swinging	swinging	activity_attribute	activity_attribute	vaw	activity	activity	high	1	1	modifier_attributes_clean
swirly	swirly	texture_attribute	texture_attribute	dtd	texture	texture	high	1	1	modifier_attributes_clean
symmetrical	symmetrical	silhouette_attribute	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1	modifier_attributes_clean
taking photo	taking photo	activity_attribute	activity_attribute	vaw	activity	activity	high	1	1	modifier_attributes_clean
talking	talking	activity_attribute	activity_attribute	coco_attributes|vaw	activity|object_attribute	activity|clean_exact_overlap	high	2	2	coco_high_typed|modifier_attributes_clean
tall	tall	size_attribute	size_attribute	vaw	height	height	high	1	1	modifier_attributes_clean
tan	tan	color_attribute	color_attribute	css_color_4|ovad|vaw	clothes color|color|hair color	color	high	3	5	modifier_attributes_clean
tank (top)	tank (top)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
tartan	tartan	pattern_attribute	pattern_attribute	ovad	clothes pattern|pattern	pattern	high	1	2	modifier_attributes_clean
taupe	taupe	color_attribute	color_attribute	vaw	color	color	high	1	1	modifier_attributes_clean
tea (dress)	tea (dress)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
teal	teal	color_attribute	color_attribute	css_color_4|vaw	color	color	high	2	2	modifier_attributes_clean
teddy bear (coat)	teddy bear (coat)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
tent	tent	silhouette_attribute	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1	modifier_attributes_clean
terracotta	terracotta	color_attribute	color_attribute	vaw	color	color	high	1	1	modifier_attributes_clean
text	text	pattern_attribute	pattern_attribute	paco	pattern marking	pattern marking	high	1	1	modifier_attributes_clean
textile	textile	material_attribute	material_attribute	ovad	material	material	high	1	1	modifier_attributes_clean
texting	texting	activity_attribute	activity_attribute	vaw	activity	activity	high	1	1	modifier_attributes_clean
textured	textured	texture_attribute	texture_attribute	vaw	texture	texture	high	1	1	modifier_attributes_clean
thick	thick	size_attribute	size_attribute	vaw	thickness	thickness	high	1	1	modifier_attributes_clean
thin	thin	size_attribute	size_attribute	coco_attributes|vaw	fatness|object_attribute|size|thickness|width	clean_exact_overlap|fatness|size|thickness|width	high	2	5	coco_high_typed|modifier_attributes_clean
thistle	thistle	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
three quarter (length)	three quarter (length)	size_attribute	size_attribute	fashionpedia	length	length	medium	1	1	modifier_attributes_clean
throwing	throwing	activity_attribute	activity_attribute	vaw	hand movement	hand movement	high	1	1	modifier_attributes_clean
tidy	tidy	order_attribute	order_attribute	ovad	order	order	high	1	1	modifier_attributes_clean
tie up (shorts)	tie up (shorts)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
tiered	tiered	textile_finish_attribute	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1	modifier_attributes_clean
tight (fit)	tight (fit)	silhouette_attribute	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1	modifier_attributes_clean
tiled	tiled	material_attribute|pattern_attribute	material_attribute	ovad|vaw	clothes pattern|material|pattern	material|pattern	high	2	3	modifier_attributes_clean
tilted	tilted	orientation_attribute	orientation_attribute	vaw	orientation	orientation	high	1	1	modifier_attributes_clean
tiny	tiny	size_attribute	size_attribute	ovad|vaw	size	size	high	2	2	modifier_attributes_clean
toggled (opening)	toggled (opening)	clothing_opening_attribute	clothing_opening_attribute	fashionpedia	opening type	opening type	medium	1	1	modifier_attributes_clean
toile de jouy	toile de jouy	pattern_attribute	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	1	1	modifier_attributes_clean
tomato	tomato	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
track (jacket)	track (jacket)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
track (pants)	track (pants)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
translucent	translucent	opacity_attribute	opacity_attribute	ovad|paco	optical property|transparency	optical property|transparency	high	2	2	modifier_attributes_clean
transparent	transparent	opacity_attribute	opacity_attribute	ovad|paco|vaw	opaqeness|optical property|transparency	opaqeness|optical property|transparency	high	3	3	modifier_attributes_clean
traveling	traveling	activity_attribute	activity_attribute	coco_attributes	object_attribute	coco_subtype_rule	high	1	1	coco_high_typed
trench (coat)	trench (coat)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
triangular	triangular	shape_attribute	shape_attribute	vaw	shape	shape	high	1	1	modifier_attributes_clean
tricolored	tricolored	color_attribute	color_attribute	vaw	color quantity	color quantity	high	1	1	modifier_attributes_clean
trucker (jacket)	trucker (jacket)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
trumpet	trumpet	silhouette_attribute	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1	modifier_attributes_clean
trunks	trunks	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
tube (top)	tube (top)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
tulip (skirt)	tulip (skirt)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
tulip (sleeve)	tulip (sleeve)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
tunic (dress)	tunic (dress)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
tunic (top)	tunic (top)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
turned away	turned away	pose_attribute	pose_attribute	vaw	face pose	face pose	high	1	1	modifier_attributes_clean
turning	turning	pose_attribute	pose_attribute	vaw	pose	pose	high	1	1	modifier_attributes_clean
turquoise	turquoise	color_attribute	color_attribute	css_color_4|vaw	color	color	high	2	2	modifier_attributes_clean
turtle (neck)	turtle (neck)	clothing_cut_attribute	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1	modifier_attributes_clean
tutu (skirt)	tutu (skirt)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
tuxedo (jacket)	tuxedo (jacket)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
two colored	two colored	color_attribute	color_attribute	ovad	color quantity	color quantity	high	1	1	modifier_attributes_clean
typing	typing	activity_attribute	activity_attribute	vaw	activity	activity	high	1	1	modifier_attributes_clean
u neck	u neck	clothing_cut_attribute	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1	modifier_attributes_clean
unclean	unclean	condition_attribute	condition_attribute	ovad	cleanliness	cleanliness	high	1	1	modifier_attributes_clean
undershirt	undershirt	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
unhappy	unhappy	expression_attribute	expression_attribute	coco_attributes|ovad|vaw	face expression|object_attribute	clean_exact_overlap|face expression	high	3	3	coco_high_typed|modifier_attributes_clean
unicolored	unicolored	color_attribute	color_attribute	ovad	color quantity	color quantity	high	1	1	modifier_attributes_clean
unordered	unordered	order_attribute	order_attribute	ovad	order	order	high	1	1	modifier_attributes_clean
unorganized	unorganized	order_attribute	order_attribute	ovad|vaw	order|other	order|other	high	2	2	modifier_attributes_clean
untidy	untidy	order_attribute	order_attribute	ovad	order	order	high	1	1	modifier_attributes_clean
unused / inactive	unused / inactive	functional_attribute|state_attribute	state_attribute	coco_attributes	object_attribute	coco_subtype_rule	high	1	1	coco_high_typed
upright	upright	orientation_attribute|spatial_attribute	orientation_attribute	ovad|vaw	orientation|position	orientation|position	high	2	2	modifier_attributes_clean
upside down	upside down	orientation_attribute	orientation_attribute	vaw	orientation	orientation	high	1	1	modifier_attributes_clean
urban	urban	context_attribute	context_attribute	coco_attributes	object_attribute	coco_subtype_rule	high	1	1	coco_high_typed
v neck	v neck	clothing_cut_attribute	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1	modifier_attributes_clean
vacationing	vacationing	activity_attribute|context_attribute	activity_attribute	coco_attributes	object_attribute	coco_subtype_rule	high	1	1	coco_high_typed
varsity (jacket)	varsity (jacket)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
veined	veined	texture_attribute	texture_attribute	dtd	texture	texture	high	1	1	modifier_attributes_clean
velvet	velvet	material_attribute	material_attribute	paco	material	material	high	1	1	modifier_attributes_clean
vertical	vertical	orientation_attribute|spatial_attribute	orientation_attribute	coco_attributes|ovad|vaw	object_attribute|orientation|position	clean_exact_overlap|orientation|position	high	3	3	coco_high_typed|modifier_attributes_clean
violet	violet	color_attribute	color_attribute	css_color_4|ovad|vaw	clothes color|color|hair color	color	high	3	5	modifier_attributes_clean
waffled	waffled	texture_attribute	texture_attribute	dtd	texture	texture	high	1	1	modifier_attributes_clean
waiting	waiting	activity_attribute	activity_attribute	coco_attributes|vaw	activity|object_attribute	activity|clean_exact_overlap	high	2	2	coco_high_typed|modifier_attributes_clean
walking	walking	activity_attribute|pose_attribute	pose_attribute	coco_attributes|vaw	activity|object_attribute|pose	activity|clean_exact_overlap|pose	high	2	3	coco_high_typed|modifier_attributes_clean
warmed	warmed	food_state_attribute	food_state_attribute	ovad	cooked	cooked	high	1	1	modifier_attributes_clean
washed	washed	textile_finish_attribute	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1	modifier_attributes_clean
watching	watching	activity_attribute	activity_attribute	vaw	activity	activity	high	1	1	modifier_attributes_clean
watching / looking	watching / looking	activity_attribute	activity_attribute	coco_attributes	object_attribute	clean_alias_exact_match	high	1	1	coco_high_typed
watching tv	watching tv	activity_attribute	activity_attribute	vaw	activity	activity	high	1	1	modifier_attributes_clean
water	water	material_attribute	material_attribute	vaw	material	material	high	1	1	modifier_attributes_clean
watery	watery	state_attribute	state_attribute	vaw	state	state	high	1	1	modifier_attributes_clean
waving	waving	activity_attribute	activity_attribute	coco_attributes|vaw	hand movement|object_attribute	clean_exact_overlap|hand movement	high	2	2	coco_high_typed|modifier_attributes_clean
wearing black	wearing black	color_attribute	color_attribute	vaw	wearing color	wearing color	high	1	1	modifier_attributes_clean
wearing blue	wearing blue	color_attribute	color_attribute	vaw	wearing color	wearing color	high	1	1	modifier_attributes_clean
wearing glasses	wearing glasses	accessory_attribute	accessory_attribute	vaw	wearing accessories	wearing accessories	high	1	1	modifier_attributes_clean
wearing gray	wearing gray	color_attribute	color_attribute	vaw	wearing color	wearing color	high	1	1	modifier_attributes_clean
wearing green	wearing green	color_attribute	color_attribute	vaw	wearing color	wearing color	high	1	1	modifier_attributes_clean
wearing hat	wearing hat	accessory_attribute	accessory_attribute	vaw	wearing accessories	wearing accessories	high	1	1	modifier_attributes_clean
wearing pink	wearing pink	color_attribute	color_attribute	vaw	wearing color	wearing color	high	1	1	modifier_attributes_clean
wearing red	wearing red	color_attribute	color_attribute	vaw	wearing color	wearing color	high	1	1	modifier_attributes_clean
wearing scarf	wearing scarf	accessory_attribute	accessory_attribute	vaw	wearing accessories	wearing accessories	high	1	1	modifier_attributes_clean
wearing tie	wearing tie	accessory_attribute	accessory_attribute	vaw	wearing accessories	wearing accessories	high	1	1	modifier_attributes_clean
wearing watch	wearing watch	accessory_attribute	accessory_attribute	vaw	wearing accessories	wearing accessories	high	1	1	modifier_attributes_clean
wearing white	wearing white	color_attribute	color_attribute	vaw	wearing color	wearing color	high	1	1	modifier_attributes_clean
weathered	weathered	state_attribute	state_attribute	vaw	state	state	high	1	1	modifier_attributes_clean
welt (pocket)	welt (pocket)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
wet	wet	state_attribute	state_attribute	coco_attributes|ovad|vaw	object_attribute|state	clean_exact_overlap|state	high	3	3	coco_high_typed|modifier_attributes_clean
wheat	wheat	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
white	white	color_attribute	color_attribute	css_color_4|ovad|paco|vaw	clothes color|color|hair color	color	high	4	6	modifier_attributes_clean
white haired	white haired	color_attribute	color_attribute	vaw	hair color	hair color	high	1	1	modifier_attributes_clean
white lettered	white lettered	color_attribute	color_attribute	vaw	letter color	letter color	high	1	1	modifier_attributes_clean
whitesmoke	whitesmoke	color_attribute	color_attribute	css_color_4	color	color	high	1	1	modifier_attributes_clean
whole	whole	state_attribute	state_attribute	coco_attributes|ovad|vaw	object_attribute|other|state	clean_exact_overlap|other|state	high	3	3	coco_high_typed|modifier_attributes_clean
wicker	wicker	material_attribute	material_attribute	vaw	material	material	high	1	1	modifier_attributes_clean
wide	wide	size_attribute	size_attribute	vaw	width	width	high	1	1	modifier_attributes_clean
wide leg	wide leg	silhouette_attribute	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1	modifier_attributes_clean
windbreaker	windbreaker	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
with umbrella	with umbrella	accessory_attribute	accessory_attribute	vaw	wearing accessories	wearing accessories	high	1	1	modifier_attributes_clean
woman	woman	gender_attribute	gender_attribute	ovad	gender	gender	high	1	1	modifier_attributes_clean
wood	wood	material_attribute	material_attribute	fashionpedia|ovad|paco	material|non textile material type	material|non textile material type	high	3	3	modifier_attributes_clean
wood / wooden	wood / wooden	material_attribute	material_attribute	coco_attributes	object_attribute	clean_alias_exact_match	high	1	1	coco_high_typed
wooden	wooden	material_attribute	material_attribute	ovad|vaw	material	material	high	2	2	modifier_attributes_clean
wool	wool	material_attribute	material_attribute	paco	material	material	high	1	1	modifier_attributes_clean
working	working	activity_attribute	activity_attribute	coco_attributes|vaw	activity|object_attribute	activity|clean_exact_overlap	high	2	2	coco_high_typed|modifier_attributes_clean
woven	woven	pattern_attribute|texture_attribute	pattern_attribute	dtd|paco|vaw	other|pattern marking|texture	other|pattern marking|texture	high	3	3	modifier_attributes_clean
wrap (coat)	wrap (coat)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
wrap (dress)	wrap (dress)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
wrap (skirt)	wrap (skirt)	fashion_style_attribute	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1	modifier_attributes_clean
wrapping	wrapping	clothing_opening_attribute	clothing_opening_attribute	fashionpedia	opening type	opening type	medium	1	1	modifier_attributes_clean
wrinkled	wrinkled	texture_attribute	texture_attribute	dtd|vaw	texture	texture	high	2	2	modifier_attributes_clean
wrist length	wrist length	size_attribute	size_attribute	fashionpedia	length	length	medium	1	1	modifier_attributes_clean
