term	canonical	role	source	source_type	parent_type	confidence	raw_name	source_url
snow	snow	color_attribute	css_color_4	color	color	high	snow	https://www.w3.org/TR/css-color-4/
snowboarding	snowboarding	activity_attribute	vaw	sport activity	sport activity	high	snowboarding	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
snowy	snowy	material_attribute	vaw	material	material	high	snowy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
soft	soft	texture_attribute	ovad	texture	texture	high	texture:soft/fluffy/furry/hairy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
soft	soft	texture_attribute	vaw	hardness	hardness	high	soft	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
sole	sole	group_attribute	ovad	group	group	high	group:single/one/individual/sole	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
sparkling	sparkling	attribute	vaw	other	other	low	sparkling	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
sparse	sparse	attribute	vaw	other	other	low	sparse	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
sparsely clouded	sparsely clouded	attribute	vaw	other	other	low	sparsely clouded	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
speckled	speckled	pattern_attribute	ovad	clothes pattern	pattern	high	clothes pattern:dotted/speckled/spotted	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
speckled	speckled	pattern_attribute	ovad	pattern	pattern	high	pattern:dotted/speckled/spotted	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
speckled	speckled	pattern_attribute	vaw	pattern	pattern	high	speckled	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
spherical	spherical	shape_attribute	vaw	shape	shape	high	spherical	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
spiky	spiky	shape_attribute	vaw	shape	shape	high	spiky	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
spiral	spiral	shape_attribute	vaw	shape	shape	high	spiral	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
spiralled	spiralled	texture_attribute	dtd	texture	texture	high	spiralled	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
splashing	splashing	attribute	vaw	other	other	low	splashing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
spotless	spotless	attribute	vaw	other	other	low	spotless	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
spotted	spotted	pattern_attribute	ovad	clothes pattern	pattern	high	clothes pattern:dotted/speckled/spotted	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
spotted	spotted	pattern_attribute	ovad	pattern	pattern	high	pattern:dotted/speckled/spotted	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
spotted	spotted	pattern_attribute	vaw	pattern	pattern	high	spotted	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
spreading arms	spreading arms	attribute	vaw	other	other	low	spreading arms	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
spreading legs	spreading legs	attribute	vaw	other	other	low	spreading legs	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
springgreen	springgreen	color_attribute	css_color_4	color	color	high	springgreen	https://www.w3.org/TR/css-color-4/
sprinkled	sprinkled	texture_attribute	dtd	texture	texture	high	sprinkled	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
sprinkled	sprinkled	attribute	vaw	other	other	low	sprinkled	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
square	square	shape_attribute	vaw	shape	shape	high	square	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
square (neckline)	square (neckline)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	square (neckline)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
squatting	squatting	pose_attribute	vaw	pose	pose	high	squatting	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
stacked	stacked	attribute	vaw	other	other	low	stacked	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
stained	stained	texture_attribute	dtd	texture	texture	high	stained	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
stained	stained	condition_attribute	vaw	cleanliness	cleanliness	high	stained	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
stainless	stainless	attribute	vaw	other	other	low	stainless	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
stainless steel	stainless steel	material_attribute	ovad	material	material	high	material:metal/metallic/aluminum/brass/copper-zinc/iron/stainless steel/steel/silver	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
stainless steel	stainless steel	material_attribute	vaw	material	material	high	stainless steel	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
stand away (collar)	stand away (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	stand-away (collar)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
standing	standing	spatial_attribute	ovad	position	position	high	position:vertical/upright/standing	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
standing	standing	pose_attribute	vaw	pose	pose	high	standing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
statue	statue	attribute	vaw	other	other	low	statue	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
steel	steel	material_attribute	ovad	material	material	high	material:metal/metallic/aluminum/brass/copper-zinc/iron/stainless steel/steel/silver	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
steel	steel	material_attribute	vaw	material	material	high	steel	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
steelblue	steelblue	color_attribute	css_color_4	color	color	high	steelblue	https://www.w3.org/TR/css-color-4/
sticking out	sticking out	attribute	vaw	other	other	low	sticking out	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
still	still	attribute	vaw	other	other	low	still	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
stone	stone	material_attribute	ovad	material	material	high	material:stone/granite/cobblestone/gravel/marble/pebbled/rocky/sandy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
stone	stone	material_attribute	paco	material	material	high	stone	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
stone	stone	material_attribute	vaw	material	material	high	stone	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
stopped	stopped	attribute	vaw	other	other	low	stopped	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
stormy	stormy	weather_attribute	vaw	weather	weather	high	stormy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
straight	straight	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	straight	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
straight	straight	hair_attribute	ovad	hair type	type	high	hair type:straight	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
straight	straight	shape_attribute	vaw	shape	shape	high	straight	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
straight across (neck)	straight across (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	straight across (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
stratified	stratified	texture_attribute	dtd	texture	texture	high	stratified	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
straw	straw	material_attribute	vaw	material	material	high	straw	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
stripe	stripe	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	stripe	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
striped	striped	texture_attribute	dtd	texture	texture	high	striped	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
striped	striped	pattern_attribute	ovad	clothes pattern	pattern	high	clothes pattern:striped/lined/pinstriped	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
striped	striped	pattern_attribute	ovad	pattern	pattern	high	pattern:striped/lined/pinstriped	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
striped	striped	pattern_attribute	paco	pattern marking	pattern marking	high	striped	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
striped	striped	pattern_attribute	vaw	pattern	pattern	high	striped	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
stucco	stucco	material_attribute	ovad	material	material	high	material:asphalt/cement/clay/concrete/stucco	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
stucco	stucco	material_attribute	vaw	material	material	high	stucco	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
studded	studded	texture_attribute	dtd	texture	texture	high	studded	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
studded	studded	pattern_attribute	paco	pattern marking	pattern marking	high	studded	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
studying	studying	activity_attribute	vaw	activity	activity	high	studying	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
stuffed	stuffed	attribute	vaw	other	other	low	stuffed	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
styrofoam	styrofoam	material_attribute	ovad	material	material	high	material:polymers/plastic/rubber/styrofoam/polymer	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
styrofoam	styrofoam	material_attribute	vaw	material	material	high	styrofoam	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
submerged	submerged	attribute	vaw	other	other	low	submerged	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
suede	suede	material_attribute	fashionpedia	leather	leather	medium	suede	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
sunbathing	sunbathing	attribute	vaw	other	other	low	sunbathing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
sundress	sundress	fashion_style_attribute	fashionpedia	nickname	nickname	medium	sundress	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
sunlit	sunlit	attribute	vaw	other	other	low	sunlit	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
sunny	sunny	weather_attribute	vaw	weather	weather	high	sunny	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
surfing	surfing	activity_attribute	vaw	sport activity	sport activity	high	surfing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
surplice (neck)	surplice (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	surplice (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
surprise	surprise	expression_attribute	ovad	face expression	face expression	high	face expression:fear/surprise	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
surprised	surprised	expression_attribute	vaw	face expression	face expression	high	surprised	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
sweater (dress)	sweater (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	sweater (dress)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
sweatpants	sweatpants	fashion_style_attribute	fashionpedia	nickname	nickname	medium	sweatpants	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
sweetheart (neckline)	sweetheart (neckline)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	sweetheart (neckline)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
swimming	swimming	activity_attribute	vaw	activity	activity	high	swimming	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
swimming	swimming	activity_attribute	vaw	sport activity	sport activity	high	swimming	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
swing (coat)	swing (coat)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	swing (coat)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
swinging	swinging	activity_attribute	vaw	activity	activity	high	swinging	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
swirly	swirly	texture_attribute	dtd	texture	texture	high	swirly	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
symmetrical	symmetrical	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	symmetrical	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tagged	tagged	attribute	vaw	other	other	low	tagged	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
taking photo	taking photo	activity_attribute	vaw	activity	activity	high	taking photo	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
taking selfie	taking selfie	attribute	vaw	other	other	low	taking selfie	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
talking	talking	activity_attribute	vaw	activity	activity	high	talking	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tall	tall	size_attribute	vaw	height	height	high	tall	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tan	tan	color_attribute	css_color_4	color	color	high	tan	https://www.w3.org/TR/css-color-4/
tan	tan	color_attribute	ovad	clothes color	color	high	clothes color:tan	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
tan	tan	color_attribute	ovad	color	color	high	color:tan	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
tan	tan	color_attribute	ovad	hair color	color	high	hair color:tan	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
tan	tan	color_attribute	vaw	color	color	high	tan	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tank (top)	tank (top)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	tank (top)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tartan	tartan	pattern_attribute	ovad	clothes pattern	pattern	high	clothes pattern:plaid/tartan/checkered	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
tartan	tartan	pattern_attribute	ovad	pattern	pattern	high	pattern:plaid/tartan/checkered	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
tattooed	tattooed	attribute	vaw	other	other	low	tattooed	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
taupe	taupe	color_attribute	vaw	color	color	high	taupe	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tea (dress)	tea (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	tea (dress)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
teal	teal	color_attribute	css_color_4	color	color	high	teal	https://www.w3.org/TR/css-color-4/
teal	teal	color_attribute	vaw	color	color	high	teal	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
teddy bear (coat)	teddy bear (coat)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	teddy bear (coat)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tent	tent	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	tent	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
terracotta	terracotta	color_attribute	vaw	color	color	high	terracotta	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
text	text	pattern_attribute	paco	pattern marking	pattern marking	high	text	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
textile	textile	material_attribute	ovad	material	material	high	material:textile/cloth/fabric/denim/cotton/jean/silk/plush	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
texting	texting	activity_attribute	vaw	activity	activity	high	texting	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
textured	textured	texture_attribute	vaw	texture	texture	high	textured	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
thatched	thatched	attribute	vaw	other	other	low	thatched	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
thick	thick	size_attribute	vaw	thickness	thickness	high	thick	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
thin	thin	size_attribute	vaw	fatness	fatness	high	thin	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
thin	thin	size_attribute	vaw	size	size	high	thin	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
thin	thin	size_attribute	vaw	thickness	thickness	high	thin	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
thin	thin	size_attribute	vaw	width	width	high	thin	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
thistle	thistle	color_attribute	css_color_4	color	color	high	thistle	https://www.w3.org/TR/css-color-4/
three quarter (length)	three quarter (length)	size_attribute	fashionpedia	length	length	medium	three quarter (length)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
throwing	throwing	activity_attribute	vaw	hand movement	hand movement	high	throwing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tidy	tidy	order_attribute	ovad	order	order	high	order:ordered/arranged/organized/tidy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
tie up (shorts)	tie up (shorts)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	tie-up (shorts)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tied	tied	attribute	vaw	other	other	low	tied	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tiered	tiered	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	tiered	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tight	tight	attribute	vaw	other	other	low	tight	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tight (fit)	tight (fit)	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	tight (fit)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tiled	tiled	pattern_attribute	ovad	clothes pattern	pattern	high	clothes pattern:tiled	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
tiled	tiled	pattern_attribute	ovad	pattern	pattern	high	pattern:tiled	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
tiled	tiled	material_attribute	vaw	material	material	high	tiled	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tilted	tilted	orientation_attribute	vaw	orientation	orientation	high	tilted	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tiny	tiny	size_attribute	ovad	size	size	high	size:small/little/tiny	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
tiny	tiny	size_attribute	vaw	size	size	high	tiny	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
toasted	toasted	attribute	vaw	other	other	low	toasted	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
toggled (opening)	toggled (opening)	clothing_opening_attribute	fashionpedia	opening type	opening type	medium	toggled (opening)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
toile de jouy	toile de jouy	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	toile de jouy	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tomato	tomato	color_attribute	css_color_4	color	color	high	tomato	https://www.w3.org/TR/css-color-4/
topless	topless	attribute	vaw	other	other	low	topless	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
topped	topped	attribute	vaw	other	other	low	topped	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
toy	toy	attribute	vaw	other	other	low	toy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
track (jacket)	track (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	track (jacket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
track (pants)	track (pants)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	track (pants)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
translucent	translucent	opacity_attribute	ovad	optical property	optical property	high	optical property:transparent/translucent	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
translucent	translucent	opacity_attribute	paco	transparency	transparency	high	translucent	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
transparent	transparent	opacity_attribute	ovad	optical property	optical property	high	optical property:transparent/translucent	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
transparent	transparent	opacity_attribute	paco	transparency	transparency	high	transparent	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
transparent	transparent	opacity_attribute	vaw	opaqeness	opaqeness	high	transparent	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tree covered	tree covered	attribute	vaw	other	other	low	tree-covered	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
trench (coat)	trench (coat)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	trench (coat)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
triangular	triangular	shape_attribute	vaw	shape	shape	high	triangular	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tricolored	tricolored	color_attribute	vaw	color quantity	color quantity	high	tricolored	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
trimmed	trimmed	attribute	vaw	other	other	low	trimmed	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
trucker (jacket)	trucker (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	trucker (jacket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
trumpet	trumpet	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	trumpet	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
trunks	trunks	fashion_style_attribute	fashionpedia	nickname	nickname	medium	trunks	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tube (top)	tube (top)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	tube (top)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tucked in	tucked in	attribute	vaw	other	other	low	tucked in	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
tulip (skirt)	tulip (skirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	tulip (skirt)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tulip (sleeve)	tulip (sleeve)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	tulip (sleeve)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tunic (dress)	tunic (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	tunic (dress)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tunic (top)	tunic (top)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	tunic (top)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
turbulent	turbulent	attribute	vaw	other	other	low	turbulent	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
turned away	turned away	pose_attribute	vaw	face pose	face pose	high	turned away	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
turned on	turned on	attribute	vaw	other	other	low	turned on	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
turning	turning	pose_attribute	vaw	pose	pose	high	turning	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
turquoise	turquoise	color_attribute	css_color_4	color	color	high	turquoise	https://www.w3.org/TR/css-color-4/
turquoise	turquoise	color_attribute	vaw	color	color	high	turquoise	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
turtle (neck)	turtle (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	turtle (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tutu (skirt)	tutu (skirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	tutu (skirt)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
tuxedo (jacket)	tuxedo (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	tuxedo (jacket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
two colored	two colored	color_attribute	ovad	color quantity	color quantity	high	color quantity:two-colored	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
two story	two story	attribute	vaw	other	other	low	two-story	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
typing	typing	activity_attribute	vaw	activity	activity	high	typing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
u neck	u neck	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	u-neck	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
unclean	unclean	condition_attribute	ovad	cleanliness	cleanliness	high	cleanliness:unclean/dirt/dirty/muddy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
uncooked	uncooked	attribute	vaw	other	other	low	uncooked	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
uncut	uncut	attribute	vaw	other	other	low	uncut	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
undershirt	undershirt	fashion_style_attribute	fashionpedia	nickname	nickname	medium	undershirt	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
uneaten	uneaten	attribute	vaw	other	other	low	uneaten	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
unhappy	unhappy	expression_attribute	ovad	face expression	face expression	high	face expression:sad/unhappy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
unhappy	unhappy	expression_attribute	vaw	face expression	face expression	high	unhappy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
unicolored	unicolored	color_attribute	ovad	color quantity	color quantity	high	color quantity:single-colored/unicolored	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
unlit	unlit	attribute	vaw	other	other	low	unlit	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
unopened	unopened	attribute	vaw	other	other	low	unopened	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
unordered	unordered	order_attribute	ovad	order	order	high	order:messy/disordered/unordered/disorganized/unorganized/cluttered/untidy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
